date,open,high,low,close,volume
2025-03-13,107518.9531,107518.9531,102012.4531,104332.8516,319.0
2025-03-17,106699.9531,106699.9531,105039.7969,105390.8516,203.0
2025-03-18,105800.0,108000.0,105800.0,107831.5469,343.0
2025-03-19,108323.6484,110100.0,108100.0,109966.7031,305.0
2025-03-20,110770.0,111747.1016,110122.9531,111074.2969,400.0
2025-03-21,111200.0469,112700.0,111200.0469,112119.75,277.0
2025-03-24,113399.0,114290.0,112899.9531,114065.8516,534.0
2025-03-25,116000.0,116159.6484,113536.9531,114264.1484,548.0
2025-03-26,114264.1484,116000.0,114000.0,114259.9531,242.0
2025-03-27,113850.0,114179.3984,112500.0,113392.0469,259.0
2025-03-28,113392.0469,114699.0,112192.2969,112599.8984,377.0
2025-04-01,112382.9531,114303.2031,111948.8516,112964.7031,105.0
2025-04-02,113400.0,115200.0,112854.0,115066.1016,135.0
2025-04-03,114698.3516,115055.6484,113900.0,114826.9531,124.0
2025-04-04,114800.0,115080.6484,112845.7031,113235.7031,190.0
2025-04-07,109800.0,110790.0,107388.6484,110436.8984,281.0
2025-04-08,111800.0,113207.2031,111500.0,112597.8984,352.0
2025-04-09,112999.9531,113333.0,111365.0,112993.0,308.0
2025-04-11,113800.0,118047.5,113800.0,117598.6016,592.0
2025-04-15,117745.7031,123133.0,117745.6484,122889.1484,1063.0
2025-04-16,123667.8984,124754.75,119719.2031,124452.9531,513.0
2025-04-17,124000.0,126699.0,123987.0469,126506.3984,364.0
2025-04-21,126699.0,128000.0,126485.7969,126740.2031,400.0
2025-04-22,127500.0,129084.0,126450.0,127571.4531,293.0
2025-04-23,128410.0,128646.7031,126589.25,127958.1484,224.0
2025-04-24,128974.9531,130345.0,127147.5,130199.9531,289.0
